"log_text","label","suggested_fix"
"Run mvn test failed: There are test failures. Please refer to target/surefire-reports for details.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"GitHub Actions Java job failed with Maven Surefire plugin: There are failing tests.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"mvn -B test exited 1 because com.example.UserServiceTest.testCreateUser failed.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"CI log: Failed tests: shouldReturnHealthStatus expected 200 but was 500.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Maven test phase failed: org.opentest4j.AssertionFailedError expected true but was false.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Run mvn verify failed during surefire:test with 2 failures and 0 errors.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Java CI failed: Tests run: 48, Failures: 1, Errors: 0, Skipped: 0.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"mvn test produced BUILD FAILURE because unit tests failed.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"GitHub runner output: [ERROR] Failures: OrderControllerTest.createOrder: expected 201 but was 400.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Surefire report indicates failing JUnit test in PaymentServiceTest.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Maven build reached test phase and failed due to assertion failure.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"CI Java test step failed: Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:test.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Run mvn -B test --no-transfer-progress ended with BUILD FAILURE caused by failed tests.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"JUnit Jupiter test failed in GitHub Actions but compilation succeeded.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Maven test summary: Tests run: 12, Failures: 2, Errors: 0, Skipped: 0.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Java workflow failed after dependency download: surefire reports test failure.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"mvn test failed: AssertionFailedError in RepositoryTest.findById.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"The Maven CI job failed because integration test expected active profile test.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"BUILD FAILURE in maven-surefire-plugin due to failing unit tests.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"GitHub Actions log: Please refer to target/surefire-reports for individual test results.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Maven test phase returned non-zero exit code from JUnit tests.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Run mvn verify failed because Failsafe integration tests failed.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Java backend check failed: CustomerServiceTest shouldValidateEmail failed assertion.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"mvn test output shows one failed test and no compilation errors.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"SurefireBooterForkException occurred while running Maven tests in CI.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"CI job java-tests failed: testLoginReturnsToken expected not null but was null.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Maven Surefire plugin reported test failures in ApplicationTests.contextLoads.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"The generated Java workflow reached mvn test and tests failed.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Run Maven tests step failed with BUILD FAILURE after test execution.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"JUnit test failure in CI: expected status OK but was INTERNAL_SERVER_ERROR.","maven_test_failed","Review failing Maven test reports, fix the failing tests, then rerun mvn test."
"Run docker build . failed: failed to solve: process /bin/sh -c npm ci did not complete successfully.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"GitHub Actions Docker build failed: COPY package.json package-lock.json ./ no source files were specified.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"docker build exited 1 because Dockerfile line 8 RUN pip install -r requirements.txt failed.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"CI log: failed to solve with frontend dockerfile.v0: failed to read dockerfile: open Dockerfile: no such file or directory.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Docker build failed: COPY failed file not found in build context or excluded by .dockerignore.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Build image step failed: executor failed running [/bin/sh -c npm run build]: exit code 1.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"docker buildx build failed with error: no matching manifest for linux/amd64 in base image.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"GitHub runner output: failed to compute cache key: failed to calculate checksum of missing file requirements.txt.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Dockerfile build error: apt-get update returned non-zero code 100.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Run docker build -t app . failed because WORKDIR command path was invalid.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"CI Docker build failed at RUN python -m pytest with exit code 1.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"failed to solve: process /bin/sh -c pip install --no-cache-dir -r requirements.txt exited 1.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Docker build could not find target stage production in Dockerfile.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"BuildKit error: failed to parse Dockerfile: unknown instruction RUNN.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"docker build failed because .dockerignore excluded package-lock.json required by npm ci.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Image build step failed: COPY backend/requirements.txt ./ returned not found.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"GitHub Actions log: docker build . returned error failed to solve LLB definition.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Docker build failed at layer RUN mvn package -DskipTests due to command exit 1.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"The workflow reached docker/build-push-action and failed during local image build.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"failed to solve: process /bin/sh -c yarn install --frozen-lockfile did not complete successfully.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Dockerfile line 12 COPY dist/ /usr/share/nginx/html failed because dist was not generated.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"docker buildx build failed: invalid reference format for image tag.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"CI container build stopped because Dockerfile referenced missing file app.jar.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Run docker build failed with permission denied executing entrypoint.sh.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Docker build failed: chmod cannot access start.sh no such file or directory.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Build image job failed after cache restore due to Dockerfile syntax error.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Docker build context missing backend directory, COPY backend ./backend failed.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Image build failed: npm ci command in Dockerfile returned exit code 1.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"Docker Buildx failed to solve: process /bin/sh -c apk add build-base exited with code 1.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"CI failed building container because base image node:99-alpine was not found.","docker_build_failed","Fix the Dockerfile build step, verify copied files and commands, then rebuild the image."
"GitHub Actions setup-node used Node.js 12 but package requires node >=18.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"npm install failed with EBADENGINE Unsupported engine: required node >=18 current node v14.21.3.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Run npm run build failed because Vite requires Node.js version 18 or higher.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Python setup used 3.8 but project requires Python >=3.11.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"CI log: RuntimeError Python 3.11 is required, current version is 3.10.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Maven build failed: invalid target release 17 because runner JDK is 11.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Java compilation failed: release version 21 not supported by installed JDK 17.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Docker build failed: base image python:3.8 cannot install dependency requiring Python >=3.10.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"GitHub Actions job selected actions/setup-python 3.9 but pyproject requires >=3.11.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Node workflow failed with error: The engine node is incompatible with this module. Expected >=20.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Run npm ci failed: Unsupported engine package wants npm >=9 but current npm is 6.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"CI failed: package requires pnpm 9 but runner installed pnpm 7.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Maven compiler plugin failed because source release 17 requires JDK 17 but JAVA_HOME points to JDK 8.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"GitHub runner output: This version of vite requires Node.js 18.0.0 or higher.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Python tests skipped dependency install failure: package requires Python >=3.10 current 3.8.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Build failed: node-sass does not support current Node.js 20 runtime.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"CI runtime mismatch: project .nvmrc says 18 but workflow uses node-version 16.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"setup-java configured distribution temurin version 11, but pom.xml uses maven.compiler.release 17.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Run pip install failed because Django version requires Python 3.10 or newer.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"npm ERR! EBADENGINE Not compatible with your version of node/npm in GitHub Actions.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"The Docker base image uses node:14 but package engines require node >=18.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"GitHub workflow setup-python version 3.7 cannot install modern FastAPI dependencies.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Java CI failed: class file has wrong version 61.0, should be 55.0.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Frontend build failed because esbuild no longer supports Node.js 12.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Python package installation failed: requires-python >=3.11 but current interpreter is 3.9.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Maven test failed before tests: Unsupported class file major version 65 from Java 21 target.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Node action failed: npm v10 requires Node.js 18.17.0 or higher.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"CI selected wrong Docker base runtime, causing application startup version error.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"Run node --version showed v16, then build failed because project requires v18.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"setup-python configured 3.12 but dependency supports only Python <3.12.","wrong_runtime_version","Use the runtime version required by the project in the CI setup step or Docker base image."
"GitHub Actions job failed with Process completed with exit code 1 but no specific error was printed.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"CI log ended unexpectedly after running tests. No stack trace or package manager error was available.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Workflow cancelled by runner after timeout while waiting for command output.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Build failed with generic error: command returned non-zero exit status 1.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"The job was cancelled because it exceeded the maximum execution time limit.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"GitHub runner lost connection during job execution and marked the workflow as failed.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"CI output: Error: The operation was canceled. No further diagnostic details were provided.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Pipeline failed after checkout with unknown error from action runner.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Job failed during post cleanup with exit code 1 and no application logs.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Workflow failed: one or more commands failed without detailed stderr output.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"CI log contains only Error: Process completed with exit code 1 after custom script.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"The action failed with unexpected internal error, please rerun with debug logging.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Runner stopped responding and the job was marked as failed.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Generic failure in CI: command failed but no recognizable npm, pytest, Maven, Docker, or runtime error.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Pipeline status failed after matrix job but logs do not include root cause.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"GitHub Actions reported failure in composite action with no nested error details.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Job aborted due to manual cancellation during build step.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"CI log truncated before failure details, only exit code 1 is visible.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Workflow failed while preparing environment; no package or language-specific error found.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Unknown CI failure: script returned 1 without stderr.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Job failed in custom deploy-check step with no recognized pattern.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"GitHub Actions runner error: An unexpected error occurred while executing the step.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"The workflow failed during cleanup, not enough details to classify the root cause.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"CI command returned non-zero status but output was suppressed by quiet mode.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Pipeline failure: task failed without logs because debug output was disabled.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"The runner terminated the process unexpectedly and no stack trace was captured.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"GitHub Actions marked the workflow failed after a custom shell script exited 1.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Unknown failure during cache restore and no dependency-specific error followed.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"Job failed after setup step with generic message: execution failed.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
"The workflow failed for an unrecognized reason; inspect complete logs and rerun with verbose output.","unknown_failure","Review the full CI/CD logs to identify the root cause and add a more specific classifier example if it repeats."
